"geneSet","description","NES","FDR","Function","Datatype"
"R-HSA-1236974","ER-Phagosome pathway",-1.68584935573958,0.0663980291631204,"Reactome","FP_noCTC"
"R-HSA-418038","Nucleotide-like (purinergic) receptors",1.82636888326007,0.0693009543088205,"Reactome","FP_noCTC"
"R-HSA-114604","GPVI-mediated activation cascade",1.82866239006575,0.0707636899686638,"Reactome","FP_noCTC"
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)",-1.66850942196913,0.0770560453431679,"Reactome","FP_noCTC"
"R-HSA-381119","Unfolded Protein Response (UPR)",-1.66717283627892,0.077332983396175,"Reactome","FP_noCTC"
"R-HSA-264642","Acetylcholine Neurotransmitter Release Cycle",-1.66579829458281,0.0778024762236437,"Reactome","FP_noCTC"
"R-HSA-73929","Base-Excision Repair",-0.47548229944607,0,"Reactome","FP_noCTC"
"R-HSA-8940973","RUNX2 regulates osteoblast differentiation",1.79989719154443,0.078038251349911,"Reactome","FP_noCTC"
"R-HSA-9824446","Viral Infection Pathways",-1.66450795364051,0.0782212224234308,"Reactome","FP_noCTC"
"R-HSA-2032785","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1.80640742823989,0.0784252178855304,"Reactome","FP_noCTC"
"R-HSA-1474244","Extracellular matrix organization",1.80902221369772,0.0792254752108929,"Reactome","FP_noCTC"
"R-HSA-8963898","Plasma lipoprotein assembly",1.80055899645658,0.080620431772895,"Reactome","FP_noCTC"
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere",-1.65277668765545,0.080775125136015,"Reactome","FP_noCTC"
"R-HSA-774815","Nucleosome assembly",-1.65277668765545,0.080775125136015,"Reactome","FP_noCTC"
"R-HSA-8948751","Regulation of PTEN stability and activity",-1.65132272495953,0.0808090395040465,"Reactome","FP_noCTC"
"R-HSA-6814122","Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding",-1.65053988485822,0.0809636237063169,"Reactome","FP_noCTC"
"R-HSA-113418","Formation of the Early Elongation Complex",-1.64806866756476,0.081389892202624,"Reactome","FP_noCTC"
"R-HSA-167158","Formation of the HIV-1 Early Elongation Complex",-1.64806866756476,0.081389892202624,"Reactome","FP_noCTC"
"R-HSA-351202","Metabolism of polyamines",-1.65744484535248,0.0815286198368854,"Reactome","FP_noCTC"
"R-HSA-5628897","TP53 Regulates Metabolic Genes",-1.65442001156447,0.0815738410716149,"Reactome","FP_noCTC"
"R-HSA-5689877","Josephin domain DUBs",-1.65622593639967,0.0817320487965011,"Reactome","FP_noCTC"
"R-HSA-69306","DNA Replication",-1.6469443879224,0.081794031634592,"Reactome","FP_noCTC"
"R-HSA-111367","SLBP independent Processing of Histone Pre-mRNAs",-1.65468281969519,0.0819004678075094,"Reactome","FP_noCTC"
"R-HSA-390466","Chaperonin-mediated protein folding",-1.65511048047782,0.0820929250107402,"Reactome","FP_noCTC"
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling",-1.64498500779722,0.0827301303383585,"Reactome","FP_noCTC"
"R-HSA-392499","Metabolism of proteins",-1.64395734620263,0.0829957638229293,"Reactome","FP_noCTC"
"R-HSA-9010642","ROBO receptors bind AKAP5",-1.64238182651039,0.0837625284262834,"Reactome","FP_noCTC"
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA",-1.64109929784157,0.0840856235865355,"Reactome","FP_noCTC"
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine",-1.63278097344949,0.0871919856158831,"Reactome","FP_noCTC"
"R-HSA-110329","Cleavage of the damaged pyrimidine",-1.63278097344949,0.0871919856158831,"Reactome","FP_noCTC"
"R-HSA-73928","Depyrimidination",-1.63278097344949,0.0871919856158831,"Reactome","FP_noCTC"
"R-HSA-9717189","Sensory perception of taste",1.76514871771054,0.0897358157960769,"Reactome","FP_noCTC"
"R-HSA-420499","Class C/3 (Metabotropic glutamate/pheromone receptors)",1.77768146572951,0.0897871559542987,"Reactome","FP_noCTC"
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",-1.62555981060913,0.0916503944957611,"Reactome","FP_noCTC"
"R-HSA-1430728","Metabolism",-1.62471986085954,0.0917414780498861,"Reactome","FP_noCTC"
"R-HSA-3299685","Detoxification of Reactive Oxygen Species",-1.62044549643042,0.0948470079850672,"Reactome","FP_noCTC"
"R-HSA-9637628","Modulation by Mtb of host immune system",-1.61975147943917,0.094914540554906,"Reactome","FP_noCTC"
"R-HSA-72165","mRNA Splicing - Minor Pathway",-1.61545255255889,0.0949419627075091,"Reactome","FP_noCTC"
"R-HSA-9636383","Prevention of phagosomal-lysosomal fusion",-1.61573664790187,0.0951727861362543,"Reactome","FP_noCTC"
"R-HSA-1592230","Mitochondrial biogenesis",-1.61621013499868,0.0953270298123012,"Reactome","FP_noCTC"
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs",-1.61756247554708,0.0956204955881753,"Reactome","FP_noCTC"
"R-HSA-162599","Late Phase of HIV Life Cycle",-1.61640140733384,0.0956291948927196,"Reactome","FP_noCTC"
"R-HSA-1169091","Activation of NF-kappaB in B cells",-1.61656286042668,0.0959773193646962,"Reactome","FP_noCTC"
"R-HSA-8939902","Regulation of RUNX2 expression and activity",-1.6037360149262,0.102460118123228,"Reactome","FP_noCTC"
"R-HSA-1236975","Antigen processing-Cross presentation",-1.60196612595712,0.10312620428898,"Reactome","FP_noCTC"
"R-HSA-8951671","RUNX3 regulates YAP1-mediated transcription",1.74675433789431,0.107049224660186,"Reactome","FP_noCTC"
"R-HSA-77588","SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs",-1.59492668918626,0.10731987321772,"Reactome","FP_noCTC"
"R-HSA-69202","Cyclin E associated events during G1/S transition",-1.58785172093,0.112545721844962,"Reactome","FP_noCTC"
"R-HSA-9032845","Activated NTRK2 signals through CDK5",-1.586687792543,0.113012287323222,"Reactome","FP_noCTC"
"R-HSA-379724","tRNA Aminoacylation",-1.5853212252098,0.113722889861603,"Reactome","FP_noCTC"
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine",-1.58291005575546,0.113735030341381,"Reactome","FP_noCTC"
"R-HSA-110331","Cleavage of the damaged purine",-1.58291005575546,0.113735030341381,"Reactome","FP_noCTC"
"R-HSA-73927","Depurination",-1.58291005575546,0.113735030341381,"Reactome","FP_noCTC"
"R-HSA-69563","p53-Dependent G1 DNA Damage Response",-1.57895139208505,0.1144525987011,"Reactome","FP_noCTC"
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint",-1.57895139208505,0.1144525987011,"Reactome","FP_noCTC"
"R-HSA-5696395","Formation of Incision Complex in GG-NER",-1.58141750756995,0.11446481412366,"Reactome","FP_noCTC"
"R-HSA-9678108","SARS-CoV-1 Infection",-1.58380286008327,0.114544907599181,"Reactome","FP_noCTC"
"R-HSA-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)",-1.57188505773623,0.119532275502644,"Reactome","FP_noCTC"
"R-HSA-77387","Insulin receptor recycling",-1.56986346998987,0.120855118523993,"Reactome","FP_noCTC"
"R-HSA-68616","Assembly of the ORC complex at the origin of replication",-1.56892003631608,0.121101142265738,"Reactome","FP_noCTC"
"R-HSA-174048","APC/C:Cdc20 mediated degradation of Cyclin B",-1.56789078242752,0.12156137499611,"Reactome","FP_noCTC"
"R-HSA-73884","Base Excision Repair",-1.56673317270718,0.122201511109071,"Reactome","FP_noCTC"
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes",1.72624958728427,0.123621174942074,"Reactome","FP_noCTC"
"R-HSA-157579","Telomere Maintenance",-1.56030456772168,0.126537160979128,"Reactome","FP_noCTC"
"R-HSA-8866427","VLDLR internalisation and degradation",-1.5564827749749,0.129131509335946,"Reactome","FP_noCTC"
"R-HSA-171306","Packaging Of Telomere Ends",-1.55449202627503,0.130496758997671,"Reactome","FP_noCTC"
"R-HSA-174495","Synthesis And Processing Of GAG",-0.591084015721889,0.0420168067226891,"Reactome","FP_noCTC"
"R-HSA-166208","mTORC1-mediated signalling",-1.55117994062402,0.133048899059242,"Reactome","FP_noCTC"
"R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry",-1.54788741344649,0.133858821401015,"Reactome","FP_noCTC"
"R-HSA-9610379","HCMV Late Events",-1.54215876292873,0.136642543138467,"Reactome","FP_noCTC"
"R-HSA-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER",-1.53708377646114,0.13995942552619,"Reactome","FP_noCTC"
"R-HSA-69239","Synthesis of DNA",-1.53559694568416,0.140712185674149,"Reactome","FP_noCTC"
"R-HSA-162906","HIV Infection",-1.52842514795622,0.143842389150373,"Reactome","FP_noCTC"
"R-HSA-390450","Folding of actin by CCT/TriC",-1.53127762220471,0.144411250901659,"Reactome","FP_noCTC"
"R-HSA-446652","Interleukin-1 family signaling",-1.53063049827193,0.144536032099855,"Reactome","FP_noCTC"
"R-HSA-1566948","Elastic fibre formation",1.70339435406206,0.1482614166339,"Reactome","FP_noCTC"
"R-HSA-8851708","Signaling by FGFR2 IIIa TM",-1.516341258082,0.150331582863416,"Reactome","FP_noCTC"
"R-HSA-167161","HIV Transcription Initiation",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-167162","RNA Polymerase II HIV Promoter Escape",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-73776","RNA Polymerase II Promoter Escape",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-73779","RNA Polymerase II Transcription Pre-Initiation And Promoter Opening",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-75953","RNA Polymerase II Transcription Initiation",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-76042","RNA Polymerase II Transcription Initiation And Promoter Clearance",-1.51717973601993,0.150580371355722,"Reactome","FP_noCTC"
"R-HSA-73728","RNA Polymerase I Promoter Opening",-1.5093088128509,0.156419002069429,"Reactome","FP_noCTC"
"R-HSA-181429","Serotonin Neurotransmitter Release Cycle",-1.50666945999006,0.158730839877421,"Reactome","FP_noCTC"
"R-HSA-1474290","Collagen formation",1.69303032634185,0.159549739018238,"Reactome","FP_noCTC"
"R-HSA-69615","G1/S DNA Damage Checkpoints",-1.50339830355324,0.160916433419825,"Reactome","FP_noCTC"
"R-HSA-6782135","Dual incision in TC-NER",-1.50087736354046,0.161868247220403,"Reactome","FP_noCTC"
"R-HSA-8949215","Mitochondrial calcium ion transport",-1.49770476029759,0.164331485214366,"Reactome","FP_noCTC"
"R-HSA-877312","Regulation of IFNG signaling",-1.49678507648067,0.164732854142598,"Reactome","FP_noCTC"
"R-HSA-5687128","MAPK6/MAPK4 signaling",-1.49544688108702,0.165615103255979,"Reactome","FP_noCTC"
"R-HSA-8941858","Regulation of RUNX3 expression and activity",-1.49430302862814,0.166314640975407,"Reactome","FP_noCTC"
"R-HSA-452723","Transcriptional regulation of pluripotent stem cells",1.68321666412061,0.167167653441128,"Reactome","FP_noCTC"
"R-HSA-5603041","IRAK4 deficiency (TLR2/4)",-1.49071598008043,0.167396460189378,"Reactome","FP_noCTC"
"R-HSA-389960","Formation of tubulin folding intermediates by CCT/TriC",-1.48567623771329,0.171377351038115,"Reactome","FP_noCTC"
"R-HSA-9768919","NPAS4 regulates expression of target genes",-1.48426188740139,0.172377445948192,"Reactome","FP_noCTC"
"R-HSA-912446","Meiotic recombination",-1.47804792127571,0.176817336318898,"Reactome","FP_noCTC"
"R-HSA-162909","Host Interactions of HIV factors",-1.47526075525542,0.178184967980582,"Reactome","FP_noCTC"
"R-HSA-9020702","Interleukin-1 signaling",-1.47361250979108,0.179338690414383,"Reactome","FP_noCTC"
"R-HSA-71403","Citric acid cycle (TCA cycle)",-1.46913443912396,0.183835419915335,"Reactome","FP_noCTC"
"R-HSA-5686938","Regulation of TLR by endogenous ligand",-1.46433626028254,0.185559726040563,"Reactome","FP_noCTC"
"R-HSA-9613354","Lipophagy",-1.4603951276753,0.188387644951348,"Reactome","FP_noCTC"
"R-HSA-5602498","MyD88 deficiency (TLR2/4)",-1.4590360126525,0.189456047102971,"Reactome","FP_noCTC"
"R-HSA-5663205","Infectious disease",-1.45622509547533,0.189653787602666,"Reactome","FP_noCTC"
"R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)",-1.45179969311438,0.193708745982788,"Reactome","FP_noCTC"
"R-HSA-9675108","Nervous system development",-1.45115260067739,0.193809160600125,"Reactome","FP_noCTC"
"R-HSA-69275","G2/M Transition",-1.44686721132064,0.194803813450633,"Reactome","FP_noCTC"
"R-HSA-453274","Mitotic G2-G2/M phases",-1.44735503032802,0.194816918014776,"Reactome","FP_noCTC"
"R-HSA-181430","Norepinephrine Neurotransmitter Release Cycle",-1.4486041852756,0.195135636035776,"Reactome","FP_noCTC"
"R-HSA-9818027","NFE2L2 regulating anti-oxidant/detoxification enzymes",-1.44191132960962,0.198319618192178,"Reactome","FP_noCTC"
"R-HSA-3656225","Defective CHST6 causes MCDC1",1.65954513303517,0.199809563925119,"Reactome","FP_noCTC"
"R-HSA-9702518","STAT5 activation downstream of FLT3 ITD mutants",-1.43660288314902,0.201612696935004,"Reactome","FP_noCTC"
"R-HSA-5689603","UCH proteinases",-1.42998293359049,0.202719916900772,"Reactome","FP_noCTC"
"R-HSA-9703465","Signaling by FLT3 fusion proteins",-1.43408662313479,0.202939974895921,"Reactome","FP_noCTC"
"R-HSA-422475","Axon guidance",-1.43418674975335,0.203434129598439,"Reactome","FP_noCTC"
"R-HSA-69620","Cell Cycle Checkpoints",-1.43056130790045,0.203817486948551,"Reactome","FP_noCTC"
"R-HSA-4608870","Asymmetric localization of PCP proteins",-1.43079383257798,0.204686468796846,"Reactome","FP_noCTC"
"R-HSA-68882","Mitotic Anaphase",-1.43124115139073,0.205383624760268,"Reactome","FP_noCTC"
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",-1.42682002869215,0.206343352696807,"Reactome","FP_noCTC"
"R-HSA-166658","Complement cascade",1.65224536942276,0.209086530703991,"Reactome","FP_noCTC"
"R-HSA-2555396","Mitotic Metaphase and Anaphase",-1.41943935904391,0.212102746756342,"Reactome","FP_noCTC"
"R-HSA-69206","G1/S Transition",-1.41820796220113,0.213170212460478,"Reactome","FP_noCTC"
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors",-1.4103920488625,0.219434004285664,"Reactome","FP_noCTC"
"R-HSA-2467813","Separation of Sister Chromatids",-1.40628504625596,0.223627967685194,"Reactome","FP_noCTC"
"R-HSA-9613829","Chaperone Mediated Autophagy",-1.40099876377911,0.228659101748329,"Reactome","FP_noCTC"
"R-HSA-9619229","Activation of RAC1 downstream of NMDARs",-1.39927963539425,0.230149212084539,"Reactome","FP_noCTC"
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures",1.61588542677971,0.234551331679662,"Reactome","FP_noCTC"
"R-HSA-390666","Serotonin receptors",1.61747392776707,0.235811842581763,"Reactome","FP_noCTC"
"R-HSA-9759194","Nuclear events mediated by NFE2L2",-1.39228804477471,0.238469652216734,"Reactome","FP_noCTC"
"R-HSA-8948216","Collagen chain trimerization",1.60520523034719,0.243648872408279,"Reactome","FP_noCTC"
"R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",-1.3843789502244,0.245854038256606,"Reactome","FP_noCTC"
"R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",-1.3843789502244,0.245854038256606,"Reactome","FP_noCTC"
"R-HSA-8951430","RUNX3 regulates WNT signaling",1.60550961059283,0.247725465901333,"Reactome","FP_noCTC"
"R-HSA-429958","mRNA decay by 3' to 5' exoribonuclease",-1.38071273372865,0.24890359068684,"Reactome","FP_noCTC"
"R-HSA-9824272","Somitogenesis",-1.37982689218708,0.249481252127413,"Reactome","FP_noCTC"
"R-HSA-9637690","Response of Mtb to phagocytosis",-1.37825677649397,0.250400690998932,"Reactome","FP_noCTC"
"R-HSA-8949664","Processing of SMDT1",-1.37835283900885,0.250898062932306,"Reactome","FP_noCTC"
"R-HSA-9013694","Signaling by NOTCH4",-1.37675662651563,0.25113258329865,"Reactome","FP_noCTC"
"R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism",1.57650438011054,0.254526619987234,"Reactome","FP_noCTC"
"R-HSA-532668","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",-1.37331349634492,0.255074854887402,"Reactome","FP_noCTC"
"R-HSA-4411364","Binding of TCF/LEF:CTNNB1 to target gene promoters",1.57720932741654,0.256736940568562,"Reactome","FP_noCTC"
"R-HSA-75892","Platelet Adhesion to exposed collagen",1.58084453465975,0.257361538339844,"Reactome","FP_noCTC"
"R-HSA-193807","Synthesis of bile acids and bile salts via 27-hydroxycholesterol",1.58182836165197,0.259117238124775,"Reactome","FP_noCTC"
"R-HSA-8957275","Post-translational protein phosphorylation",-1.3684500303187,0.260078821024485,"Reactome","FP_noCTC"
"R-HSA-375276","Peptide ligand-binding receptors",-1.3641986909192,0.260092233626013,"Reactome","FP_noCTC"
"R-HSA-212676","Dopamine Neurotransmitter Release Cycle",-1.36511729751857,0.26012190376985,"Reactome","FP_noCTC"
"R-HSA-8866654","E3 ubiquitin ligases ubiquitinate target proteins",-1.36521345879018,0.261297250932581,"Reactome","FP_noCTC"
"R-HSA-69242","S Phase",-1.3656828393193,0.261347965405971,"Reactome","FP_noCTC"
"R-HSA-8875360","InlB-mediated entry of Listeria monocytogenes into host cell",-1.36617684563503,0.261935017533855,"Reactome","FP_noCTC"
"R-HSA-3656243","Defective ST3GAL3 causes MCT12 and EIEE15",1.56737368539079,0.263030894234527,"Reactome","FP_noCTC"
"R-HSA-983169","Class I MHC mediated antigen processing & presentation",-1.35932665121615,0.265236842212014,"Reactome","FP_noCTC"
"R-HSA-983168","Antigen processing: Ubiquitination & Proteasome degradation",-1.35317785826592,0.268509119174893,"Reactome","FP_noCTC"
"R-HSA-2129379","Molecules associated with elastic fibres",1.55526993115088,0.276767149672789,"Reactome","FP_noCTC"
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",-1.34484802962702,0.277358527629727,"Reactome","FP_noCTC"
"R-HSA-901042","Calnexin/calreticulin cycle",-1.33814529574986,0.286571364822722,"Reactome","FP_noCTC"
"R-HSA-380108","Chemokine receptors bind chemokines",-1.33285119784626,0.292311064437129,"Reactome","FP_noCTC"
"R-HSA-9755511","KEAP1-NFE2L2 pathway",-1.32962326421097,0.294412806066113,"Reactome","FP_noCTC"
"R-HSA-111465","Apoptotic cleavage of cellular proteins",1.52255884973007,0.297624074651232,"Reactome","FP_noCTC"
"R-HSA-1442490","Collagen degradation",1.52325951425968,0.299661228529981,"Reactome","FP_noCTC"
"R-HSA-3656244","Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)",1.5237866405367,0.301975243542916,"Reactome","FP_noCTC"
"R-HSA-9725371","Nuclear events stimulated by ALK signaling in cancer",-1.32046480016222,0.3038426801024,"Reactome","FP_noCTC"
"R-HSA-9752946","Expression and translocation of olfactory receptors",-1.31890240239455,0.304759436136296,"Reactome","FP_noCTC"
"R-HSA-197264","Nicotinamide salvaging",-1.31836601570676,0.304858148739096,"Reactome","FP_noCTC"
"R-HSA-264876","Insulin processing",-1.31742002942826,0.305065463433643,"Reactome","FP_noCTC"
"R-HSA-5668541","TNFR2 non-canonical NF-kB pathway",-1.31687927546791,0.305179638543211,"Reactome","FP_noCTC"
"R-HSA-140837","Intrinsic Pathway of Fibrin Clot Formation",1.51148505908123,0.308900947544046,"Reactome","FP_noCTC"
"R-HSA-140875","Common Pathway of Fibrin Clot Formation",1.52534568132155,0.309315250805102,"Reactome","FP_noCTC"
"R-HSA-5696394","DNA Damage Recognition in GG-NER",-1.31018373958399,0.311744328504451,"Reactome","FP_noCTC"
"R-HSA-69473","G2/M DNA damage checkpoint",-1.31043634102836,0.31205571252844,"Reactome","FP_noCTC"
"R-HSA-8852135","Protein ubiquitination",-1.30182917327434,0.317786496671102,"Reactome","FP_noCTC"
"R-HSA-9674555","Signaling by CSF3 (G-CSF)",-1.30307278655384,0.317902733418171,"Reactome","FP_noCTC"
"R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",-1.30346737578653,0.317946394917517,"Reactome","FP_noCTC"
"R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",-1.30346737578653,0.317946394917517,"Reactome","FP_noCTC"
"R-HSA-6811436","COPI-independent Golgi-to-ER retrograde traffic",-1.29818829675032,0.319799762627046,"Reactome","FP_noCTC"
"R-HSA-1474228","Degradation of the extracellular matrix",1.50359209490118,0.320086512868256,"Reactome","FP_noCTC"
"R-HSA-450341","Activation of the AP-1 family of transcription factors",-1.29491632649625,0.321378584652398,"Reactome","FP_noCTC"
"R-HSA-453279","Mitotic G1 phase and G1/S transition",-1.29562724877508,0.321620254634411,"Reactome","FP_noCTC"
"R-HSA-9619483","Activation of AMPK downstream of NMDARs",-1.29317049003799,0.32212946471763,"Reactome","FP_noCTC"
"R-HSA-163841","Gamma carboxylation",NA,-0.341434224644624,"Reactome","FP_noCTC"
"R-HSA-4086400","PCP/CE pathway",-1.29085263514521,0.324683304678548,"Reactome","FP_noCTC"
"R-HSA-5620971","Pyroptosis",-1.28515837430631,0.331715828949087,"Reactome","FP_noCTC"
"R-HSA-5336415","Uptake and function of diphtheria toxin",-1.28409069475072,0.332044228141248,"Reactome","FP_noCTC"
"R-HSA-2871837","FCERI mediated NF-kB activation",-1.28362295497629,0.332102346790775,"Reactome","FP_noCTC"
"R-HSA-174403","Glutathione synthesis and recycling",-1.28139235694174,0.334386939009461,"Reactome","FP_noCTC"
"R-HSA-449147","Signaling by Interleukins",-1.27879771096638,0.337915783940248,"Reactome","FP_noCTC"
"R-HSA-75158","TRAIL  signaling",1.47684570185894,0.33799110518499,"Reactome","FP_noCTC"
"R-HSA-180024","DARPP-32 events",-1.27623853132242,0.339265612954214,"Reactome","FP_noCTC"
"R-HSA-8856688","Golgi-to-ER retrograde transport",-1.27651274794082,0.339489753536517,"Reactome","FP_noCTC"
"R-HSA-5610787","Hedgehog 'off' state",-1.27136963273194,0.344375771291532,"Reactome","FP_noCTC"
"R-HSA-195253","Degradation of beta-catenin by the destruction complex",-1.25988441791102,0.358462118262189,"Reactome","FP_noCTC"
"R-HSA-977225","Amyloid fiber formation",-1.25651995518245,0.360883437356511,"Reactome","FP_noCTC"
"R-HSA-8866652","Synthesis of active ubiquitin: roles of E1 and E2 enzymes",-1.25671924685884,0.361343464692857,"Reactome","FP_noCTC"
"R-HSA-2453864","Retinoid cycle disease events",-1.24507565220445,0.373089204666623,"Reactome","FP_noCTC"
"R-HSA-2474795","Diseases associated with visual transduction",-1.24507565220445,0.373089204666623,"Reactome","FP_noCTC"
"R-HSA-9675143","Diseases of the neuronal system",-1.24507565220445,0.373089204666623,"Reactome","FP_noCTC"
"R-HSA-210500","Glutamate Neurotransmitter Release Cycle",-1.24541132278328,0.375576799331181,"Reactome","FP_noCTC"
"R-HSA-9646399","Aggrephagy",-1.24272438609892,0.375676537227591,"Reactome","FP_noCTC"
"R-HSA-2243919","Crosslinking of collagen fibrils",1.45283319791386,0.37682050997374,"Reactome","FP_noCTC"
"R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins",1.44604169637336,0.380664509182163,"Reactome","FP_noCTC"
"R-HSA-9705683","SARS-CoV-2-host interactions",-1.23791862539091,0.38129113758463,"Reactome","FP_noCTC"
"R-HSA-5633008","TP53 Regulates Transcription of Cell Death Genes",1.42412683192435,0.38537567319518,"Reactome","FP_noCTC"
"R-HSA-5625740","RHO GTPases activate PKNs",-1.23244213852492,0.387600596328778,"Reactome","FP_noCTC"
"R-HSA-350054","Notch-HLH transcription pathway",1.42122920508795,0.389525253120223,"Reactome","FP_noCTC"
"R-HSA-168256","Immune System",1.41507322395556,0.389988559992802,"Reactome","FP_noCTC"
"R-HSA-1643685","Disease",-1.22524060076577,0.397766266004179,"Reactome","FP_noCTC"
"R-HSA-5696399","Global Genome Nucleotide Excision Repair (GG-NER)",-1.22310485969613,0.399992140973462,"Reactome","FP_noCTC"
"R-HSA-917977","Transferrin endocytosis and recycling",-1.22086606211288,0.403264852256685,"Reactome","FP_noCTC"
"R-HSA-8875878","MET promotes cell motility",1.39419386907247,0.408355588778048,"Reactome","FP_noCTC"
"R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling",-1.21274144119433,0.41085788316557,"Reactome","FP_noCTC"
"R-HSA-1059683","Interleukin-6 signaling",-1.21357532373706,0.41095083439668,"Reactome","FP_noCTC"
"R-HSA-381753","Olfactory Signaling Pathway",-1.21473807527701,0.411221136894317,"Reactome","FP_noCTC"
"R-HSA-9609736","Assembly and cell surface presentation of NMDA receptors",-1.2136161752696,0.411659045793033,"Reactome","FP_noCTC"
"R-HSA-913531","Interferon Signaling",1.38350627366028,0.413865724781961,"Reactome","FP_noCTC"
"R-HSA-166786","Creation of C4 and C2 activators",-1.20312872590977,0.419612086229831,"Reactome","FP_noCTC"
"R-HSA-70263","Gluconeogenesis",-1.20092502060001,0.421221545238944,"Reactome","FP_noCTC"
"R-HSA-9639288","Amino acids regulate mTORC1",-1.19666313716633,0.426566132751454,"Reactome","FP_noCTC"
"R-HSA-8874081","MET activates PTK2 signaling",1.37188390831203,0.427111729418616,"Reactome","FP_noCTC"
"R-HSA-111932","CaMK IV-mediated phosphorylation of CREB",-1.19547135479279,0.427132937227917,"Reactome","FP_noCTC"
"R-HSA-8986944","Transcriptional Regulation by MECP2",-1.19566085948342,0.427631225671001,"Reactome","FP_noCTC"
"R-HSA-2214320","Anchoring fibril formation",1.3657860390642,0.43224600766255,"Reactome","FP_noCTC"
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",-1.18992587139723,0.436570685127564,"Reactome","FP_noCTC"
"R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",-1.18645079492205,0.438239673061414,"Reactome","FP_noCTC"
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)",1.3417026922658,0.44068205363408,"Reactome","FP_noCTC"
"R-HSA-168643","Nucleotide-binding domain",0.375740687816403,0.0666666666666667,"Reactome","FP_noCTC"
"R-HSA-166663","Initial triggering of complement",1.3394418516285,0.441492638520223,"Reactome","FP_noCTC"
"R-HSA-5619084","ABC transporter disorders",-1.18233930630066,0.442859555381928,"Reactome","FP_noCTC"
"R-HSA-156581","Methylation",-1.17968853449374,0.446256955188884,"Reactome","FP_noCTC"
"R-HSA-9694516","SARS-CoV-2 Infection",-1.17984075284307,0.446751794589058,"Reactome","FP_noCTC"
"R-HSA-1280215","Cytokine Signaling in Immune system",1.32355157227519,0.452566939988984,"Reactome","FP_noCTC"
"R-HSA-975634","Retinoid metabolism and transport",-1.17174374100345,0.454863084988179,"Reactome","FP_noCTC"
"R-HSA-69278","Cell Cycle",-0.239427379552431,0.0778588807785888,"Reactome","FP_noCTC"
"R-HSA-168249","Innate Immune System",1.31105962086909,0.456970881731352,"Reactome","FP_noCTC"
"R-HSA-442729","CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde",-1.16847516249782,0.457851073636601,"Reactome","FP_noCTC"
"R-HSA-3000171","Non-integrin membrane-ECM interactions",1.2878050389781,0.458221983927214,"Reactome","FP_noCTC"
"R-HSA-9020591","Interleukin-12 signaling",-1.1585953799767,0.473988763690591,"Reactome","FP_noCTC"
"R-HSA-2132295","MHC class II antigen presentation",1.26502232327186,0.485718437643062,"Reactome","FP_noCTC"
"R-HSA-5626467","RHO GTPases activate IQGAPs",-1.14989721623035,0.486049356563839,"Reactome","FP_noCTC"
