"geneSet","description","NES","FDR","Function","Datatype"
"R-HSA-1428517","The citric acid (TCA) cycle and respiratory electron transport",-2.22679816215974,0,"Reactome","FP_CTCDT"
"R-HSA-71291","Metabolism of amino acids and derivatives",-2.23912775910153,0,"Reactome","FP_CTCDT"
"R-HSA-163200","Respiratory electron transport",NA,-2.2574289327515,"Reactome","FP_CTCDT"
"R-HSA-611105","Respiratory electron transport",-2.32788677286857,0,"Reactome","FP_CTCDT"
"R-HSA-198725","Nuclear Events (kinase and transcription factor activation)",-2.41184302627661,0,"Reactome","FP_CTCDT"
"R-HSA-6783783","Interleukin-10 signaling",-2.45327202049387,0,"Reactome","FP_CTCDT"
"R-HSA-9031628","NGF-stimulated transcription",-2.46091329757281,0,"Reactome","FP_CTCDT"
"R-HSA-376176","Signaling by ROBO receptors",-2.49167147242717,0,"Reactome","FP_CTCDT"
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",-2.5074891754513,0,"Reactome","FP_CTCDT"
"R-HSA-9735869","SARS-CoV-1 modulates host translation machinery",-2.56186913894623,0,"Reactome","FP_CTCDT"
"R-HSA-9754678","SARS-CoV-2 modulates host translation machinery",-2.57708168398262,0,"Reactome","FP_CTCDT"
"R-HSA-72649","Translation initiation complex formation",-2.60108794190264,0,"Reactome","FP_CTCDT"
"R-HSA-72702","Ribosomal scanning and start codon recognition",-2.62723746132285,0,"Reactome","FP_CTCDT"
"R-HSA-72662","Activation of the mRNA upon binding of the cap-binding complex and eIFs",-0.755024658461157,0,"Reactome","FP_CTCDT"
"R-HSA-72695","Formation of the ternary complex",NA,-2.64031769117094,"Reactome","FP_CTCDT"
"R-HSA-72312","rRNA processing",-2.74027548629053,0,"Reactome","FP_CTCDT"
"R-HSA-8868773","rRNA processing in the nucleus and cytosol",-2.74413469586369,0,"Reactome","FP_CTCDT"
"R-HSA-6791226","Major pathway of rRNA processing in the nucleolus and cytosol",-2.75349475910482,0,"Reactome","FP_CTCDT"
"R-HSA-9711097","Cellular response to starvation",-2.79582320555461,0,"Reactome","FP_CTCDT"
"R-HSA-9010553","Regulation of expression of SLITs and ROBOs",-2.80501142794023,0,"Reactome","FP_CTCDT"
"R-HSA-72766","Translation",-2.80660528365392,0,"Reactome","FP_CTCDT"
"R-HSA-927802","Nonsense-Mediated Decay (NMD)",-2.87413446747176,0,"Reactome","FP_CTCDT"
"R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)",-2.87413446747176,0,"Reactome","FP_CTCDT"
"R-HSA-168255","Influenza Infection",-2.87525810565759,0,"Reactome","FP_CTCDT"
"R-HSA-168273","Influenza Viral RNA Transcription and Replication",-2.88915275957012,0,"Reactome","FP_CTCDT"
"R-HSA-2408522","Selenoamino acid metabolism",-2.94722902728021,0,"Reactome","FP_CTCDT"
"R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",-2.96958564034615,0,"Reactome","FP_CTCDT"
"R-HSA-2408557","Selenocysteine synthesis",-2.97897975784348,0,"Reactome","FP_CTCDT"
"R-HSA-72613","Eukaryotic Translation Initiation",-2.9876916579565,0,"Reactome","FP_CTCDT"
"R-HSA-72737","Cap-dependent Translation Initiation",-2.9876916579565,0,"Reactome","FP_CTCDT"
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",-2.99249234875257,0,"Reactome","FP_CTCDT"
"R-HSA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit",-3.00120367085115,0,"Reactome","FP_CTCDT"
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane",-3.00151108294924,0,"Reactome","FP_CTCDT"
"R-HSA-72764","Eukaryotic Translation Termination",-3.00449219733598,0,"Reactome","FP_CTCDT"
"R-HSA-72689","Formation of a pool of free 40S subunits",-3.03573399502624,0,"Reactome","FP_CTCDT"
"R-HSA-192823","Viral mRNA Translation",-3.05302694943631,0,"Reactome","FP_CTCDT"
"R-HSA-156842","Eukaryotic Translation Elongation",-3.05437782733017,0,"Reactome","FP_CTCDT"
"R-HSA-9633012","Response of EIF2AK4 (GCN2) to amino acid deficiency",-3.05991129025881,0,"Reactome","FP_CTCDT"
"R-HSA-156902","Peptide chain elongation",-3.06965443126574,0,"Reactome","FP_CTCDT"
"R-HSA-6799198","Complex I biogenesis",-2.20132003295064,2.81023716231583e-05,"Reactome","FP_CTCDT"
"R-HSA-1236975","Antigen processing-Cross presentation",-2.18760314855378,8.22508437750973e-05,"Reactome","FP_CTCDT"
"R-HSA-187037","Signaling by NTRK1 (TRKA)",-2.16079060340129,0.000214113307605015,"Reactome","FP_CTCDT"
"R-HSA-8953897","Cellular responses to stimuli",-2.1479510693038,0.000313700892537581,"Reactome","FP_CTCDT"
"R-HSA-1236974","ER-Phagosome pathway",-2.13545258235841,0.000434309379630628,"Reactome","FP_CTCDT"
"R-HSA-166520","Signaling by NTRKs",-2.127111644924,0.000524577603632288,"Reactome","FP_CTCDT"
"R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",-2.11906584585671,0.000526172064433602,"Reactome","FP_CTCDT"
"R-HSA-9707564","Cytoprotection by HMOX1",-2.11956408907227,0.000537610587573462,"Reactome","FP_CTCDT"
"R-HSA-2262752","Cellular responses to stress",-2.1128364542712,0.000585466075482464,"Reactome","FP_CTCDT"
"R-HSA-8953854","Metabolism of RNA",-2.09506075717162,0.000825865615047916,"Reactome","FP_CTCDT"
"R-HSA-9692914","SARS-CoV-1-host interactions",-2.07624425268215,0.00116905865952338,"Reactome","FP_CTCDT"
"R-HSA-446652","Interleukin-1 family signaling",-2.06282364931243,0.00147675207745224,"Reactome","FP_CTCDT"
"R-HSA-5419276","Mitochondrial translation termination",-2.06058584665941,0.00149158741692148,"Reactome","FP_CTCDT"
"R-HSA-449147","Signaling by Interleukins",-2.0582318266792,0.0015058629322598,"Reactome","FP_CTCDT"
"R-HSA-112409","RAF-independent MAPK1/3 activation",-2.05675870296752,0.00154042629638053,"Reactome","FP_CTCDT"
"R-HSA-5368286","Mitochondrial translation initiation",-2.03338419959184,0.00216643737603984,"Reactome","FP_CTCDT"
"R-HSA-5389840","Mitochondrial translation elongation",-2.03194995644344,0.00216789723950078,"Reactome","FP_CTCDT"
"R-HSA-3299685","Detoxification of Reactive Oxygen Species",-2.02698656322788,0.00242567839273577,"Reactome","FP_CTCDT"
"R-HSA-5368287","Mitochondrial translation",-1.99938129156267,0.00377928445966611,"Reactome","FP_CTCDT"
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",-1.96994448153247,0.00598247097604861,"Reactome","FP_CTCDT"
"R-HSA-68867","Assembly of the pre-replicative complex",-1.96778038738837,0.00607011227060219,"Reactome","FP_CTCDT"
"R-HSA-9674555","Signaling by CSF3 (G-CSF)",-1.960687663913,0.0065234357735069,"Reactome","FP_CTCDT"
"R-HSA-9711123","Cellular response to chemical stress",-1.95973510582395,0.00654513300384525,"Reactome","FP_CTCDT"
"R-HSA-180585","Vif-mediated degradation of APOBEC3G",-1.92484637139801,0.0112760766137923,"Reactome","FP_CTCDT"
"R-HSA-1237044","Erythrocytes take up carbon dioxide and release oxygen",-1.92062876816661,0.0112905410697748,"Reactome","FP_CTCDT"
"R-HSA-1480926","O2/CO2 exchange in erythrocytes",-1.92062876816661,0.0112905410697748,"Reactome","FP_CTCDT"
"R-HSA-5603041","IRAK4 deficiency (TLR2/4)",-1.91949303625893,0.0113061135689692,"Reactome","FP_CTCDT"
"R-HSA-73772","RNA Polymerase I Promoter Escape",-1.9230576014264,0.011309075610774,"Reactome","FP_CTCDT"
"R-HSA-9670095","Inhibition of DNA recombination at telomere",-1.91533801525469,0.0113814605073791,"Reactome","FP_CTCDT"
"R-HSA-166786","Creation of C4 and C2 activators",-1.92516915931932,0.0114015336299671,"Reactome","FP_CTCDT"
"R-HSA-6798695","Neutrophil degranulation",-1.92312083388407,0.0114830613894013,"Reactome","FP_CTCDT"
"R-HSA-5602498","MyD88 deficiency (TLR2/4)",-1.91544535886567,0.0115259304460052,"Reactome","FP_CTCDT"
"R-HSA-8852276","The role of GTSE1 in G2/M progression after G2 checkpoint",-1.91358896210264,0.0115489198451335,"Reactome","FP_CTCDT"
"R-HSA-380994","ATF4 activates genes in response to endoplasmic reticulum  stress",-1.91560191396539,0.0116905865952338,"Reactome","FP_CTCDT"
"R-HSA-69002","DNA Replication Pre-Initiation",-1.89772857220448,0.0141271381673174,"Reactome","FP_CTCDT"
"R-HSA-5686938","Regulation of TLR by endogenous ligand",-1.89567542291867,0.0142385349557335,"Reactome","FP_CTCDT"
"R-HSA-9678108","SARS-CoV-1 Infection",-1.89377330476359,0.0144209538592523,"Reactome","FP_CTCDT"
"R-HSA-75205","Dissolution of Fibrin Clot",-1.88852914121271,0.0154599540513894,"Reactome","FP_CTCDT"
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs",-1.88595197489851,0.0156940936910869,"Reactome","FP_CTCDT"
"R-HSA-375276","Peptide ligand-binding receptors",-1.88368355396803,0.0158075840380265,"Reactome","FP_CTCDT"
"R-HSA-380108","Chemokine receptors bind chemokines",-1.88381403606191,0.0159792219406616,"Reactome","FP_CTCDT"
"R-HSA-9705462","Inactivation of CSF3 (G-CSF) signaling",-1.88182821780507,0.0160565155397502,"Reactome","FP_CTCDT"
"R-HSA-381042","PERK regulates gene expression",-1.88035675984728,0.0163679179112444,"Reactome","FP_CTCDT"
"R-HSA-174154","APC/C:Cdc20 mediated degradation of Securin",-1.87568413335173,0.0173489821924172,"Reactome","FP_CTCDT"
"R-HSA-73929","Base-Excision Repair",-0.571027571136843,0,"Reactome","FP_CTCDT"
"R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins",-1.86819008228627,0.0186731994032468,"Reactome","FP_CTCDT"
"R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",-1.86503438869986,0.0191749670563596,"Reactome","FP_CTCDT"
"R-HSA-75815","Ubiquitin-dependent degradation of Cyclin D",-1.85734719207844,0.0208147004202089,"Reactome","FP_CTCDT"
"R-HSA-349425","Autodegradation of the E3 ubiquitin ligase COP1",-1.85851554572593,0.0209055803615035,"Reactome","FP_CTCDT"
"R-HSA-9615710","Late endosomal microautophagy",-1.85742227284484,0.0210512311068022,"Reactome","FP_CTCDT"
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine",-1.85284289365226,0.0211256524071481,"Reactome","FP_CTCDT"
"R-HSA-110331","Cleavage of the damaged purine",-1.85284289365226,0.0211256524071481,"Reactome","FP_CTCDT"
"R-HSA-73927","Depurination",-1.85284289365226,0.0211256524071481,"Reactome","FP_CTCDT"
"R-HSA-9824446","Viral Infection Pathways",-1.85018660168299,0.02138171934562,"Reactome","FP_CTCDT"
"R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",-1.85019232387972,0.0216116303063256,"Reactome","FP_CTCDT"
"R-HSA-8939242","RUNX1 regulates transcription of genes involved in differentiation of keratinocytes",-1.84783375336163,0.0219139335773007,"Reactome","FP_CTCDT"
"R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",-1.84044866536169,0.0221468305599428,"Reactome","FP_CTCDT"
"R-HSA-171306","Packaging Of Telomere Ends",-1.84565232903654,0.0223080681957029,"Reactome","FP_CTCDT"
"R-HSA-1247673","Erythrocytes take up oxygen and release carbon dioxide",-1.84056838925311,0.0223509347899915,"Reactome","FP_CTCDT"
"R-HSA-9604323","Negative regulation of NOTCH4 signaling",-1.84611877720756,0.0223999320479591,"Reactome","FP_CTCDT"
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine",-1.84115279631239,0.0224818972985266,"Reactome","FP_CTCDT"
"R-HSA-110329","Cleavage of the damaged pyrimidine",-1.84115279631239,0.0224818972985266,"Reactome","FP_CTCDT"
"R-HSA-73928","Depyrimidination",-1.84115279631239,0.0224818972985266,"Reactome","FP_CTCDT"
"R-HSA-9020702","Interleukin-1 signaling",-1.84264454106252,0.0226976326766438,"Reactome","FP_CTCDT"
"R-HSA-174084","Autodegradation of Cdh1 by Cdh1:APC/C",-1.84269841620384,0.0229177708175797,"Reactome","FP_CTCDT"
"R-HSA-187577","SCF(Skp2)-mediated degradation of p27/p21",-1.83542534065799,0.0230707088944404,"Reactome","FP_CTCDT"
"R-HSA-163210","Formation of ATP by chemiosmotic coupling",-1.83391241276915,0.0232348287646565,"Reactome","FP_CTCDT"
"R-HSA-6790901","rRNA modification in the nucleus and cytosol",-1.83285319667579,0.0232593087004383,"Reactome","FP_CTCDT"
"R-HSA-5362768","Hh mutants are degraded by ERAD",-1.83021798577619,0.0238557910223255,"Reactome","FP_CTCDT"
"R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)",-1.82120374719136,0.0264420113180836,"Reactome","FP_CTCDT"
"R-HSA-9821993","Replacement of protamines by nucleosomes in the male pronucleus",-1.82019543628296,0.0265797340333944,"Reactome","FP_CTCDT"
"R-HSA-8854050","FBXL7 down-regulates AURKA during mitotic entry and in early mitosis",-1.81601058550626,0.0273496295261094,"Reactome","FP_CTCDT"
"R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",-1.81611526551447,0.0275858956041381,"Reactome","FP_CTCDT"
"R-HSA-69306","DNA Replication",-1.81146508893044,0.0285102290520253,"Reactome","FP_CTCDT"
"R-HSA-8949613","Cristae formation",-1.80898589990704,0.0291278616753718,"Reactome","FP_CTCDT"
"R-HSA-877312","Regulation of IFNG signaling",-1.80654199927425,0.0295881317924522,"Reactome","FP_CTCDT"
"R-HSA-5387390","Hh mutants abrogate ligand secretion",-1.8050939454258,0.0299047995962298,"Reactome","FP_CTCDT"
"R-HSA-174143","APC/C-mediated degradation of cell cycle proteins",-1.8016992031264,0.0304362974020307,"Reactome","FP_CTCDT"
"R-HSA-453276","Regulation of mitotic cell cycle",-1.8016992031264,0.0304362974020307,"Reactome","FP_CTCDT"
"R-HSA-5661231","Metallothioneins bind metals",-1.79089406420966,0.0328979053614327,"Reactome","FP_CTCDT"
"R-HSA-379716","Cytosolic tRNA aminoacylation",-1.79094359987357,0.0331562290240059,"Reactome","FP_CTCDT"
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere",-1.79114840098966,0.0333635041467069,"Reactome","FP_CTCDT"
"R-HSA-774815","Nucleosome assembly",-1.79114840098966,0.0333635041467069,"Reactome","FP_CTCDT"
"R-HSA-173623","Classical antibody-mediated complement activation",-1.79240329667478,0.0337322921231254,"Reactome","FP_CTCDT"
"R-HSA-4641258","Degradation of DVL",-1.78440999666115,0.0337751294298795,"Reactome","FP_CTCDT"
"R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC",-1.79133242477531,0.0338914601775289,"Reactome","FP_CTCDT"
"R-HSA-9762114","GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2",-1.78475250830044,0.0339775236906248,"Reactome","FP_CTCDT"
"R-HSA-211733","Regulation of activated PAK-2p34 by proteasome mediated degradation",-1.78619146583907,0.0340440159091974,"Reactome","FP_CTCDT"
"R-HSA-3785653","Myoclonic epilepsy of Lafora",-1.78523286182895,0.0340857427152071,"Reactome","FP_CTCDT"
"R-HSA-912446","Meiotic recombination",-1.78658651209092,0.0342084549294381,"Reactome","FP_CTCDT"
"R-HSA-2168880","Scavenging of heme from plasma",-1.77918833370002,0.0351301097481557,"Reactome","FP_CTCDT"
"R-HSA-169911","Regulation of Apoptosis",-1.77922026978533,0.0354003413616031,"Reactome","FP_CTCDT"
"R-HSA-1280215","Cytokine Signaling in Immune system",-1.77761201527835,0.0355537580383896,"Reactome","FP_CTCDT"
"R-HSA-1059683","Interleukin-6 signaling",-1.77512823378135,0.0362245909103327,"Reactome","FP_CTCDT"
"R-HSA-9648895","Response of EIF2AK1 (HRI) to heme deficiency",-1.76589158311122,0.039896978937236,"Reactome","FP_CTCDT"
"R-HSA-1234176","Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha",-1.76406222757748,0.040375822222428,"Reactome","FP_CTCDT"
"R-HSA-69481","G2/M Checkpoints",-1.7600771909189,0.041599715074281,"Reactome","FP_CTCDT"
"R-HSA-68949","Orc1 removal from chromatin",-1.75912744680292,0.0417136942267228,"Reactome","FP_CTCDT"
"R-HSA-9707616","Heme signaling",-1.76022239419014,0.0418477375082501,"Reactome","FP_CTCDT"
"R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding",-1.75660708598681,0.0423112541963638,"Reactome","FP_CTCDT"
"R-HSA-9702518","STAT5 activation downstream of FLT3 ITD mutants",-1.75381130375702,0.0428185149604685,"Reactome","FP_CTCDT"
"R-HSA-68616","Assembly of the ORC complex at the origin of replication",-1.75317256606629,0.0428256561127178,"Reactome","FP_CTCDT"
"R-HSA-69541","Stabilization of p53",-1.75401435661051,0.0430504416354765,"Reactome","FP_CTCDT"
"R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase",-1.75427255119929,0.043205389058347,"Reactome","FP_CTCDT"
"R-HSA-5676590","NIK-->noncanonical NF-kB signaling",-1.75082838563434,0.0434650014438181,"Reactome","FP_CTCDT"
"R-HSA-180534","Vpu mediated degradation of CD4",-1.74583364279377,0.0442848111215944,"Reactome","FP_CTCDT"
"R-HSA-450408","AUF1 (hnRNP D0) binds and destabilizes mRNA",-1.74593930563213,0.0445460566404928,"Reactome","FP_CTCDT"
"R-HSA-9637628","Modulation by Mtb of host immune system",-1.74446849212233,0.0447089997610033,"Reactome","FP_CTCDT"
"R-HSA-879415","Advanced glycosylation endproduct receptor signaling",-1.74618844040467,0.044711446770233,"Reactome","FP_CTCDT"
"R-HSA-9703465","Signaling by FLT3 fusion proteins",-1.74625587032191,0.0449868924367435,"Reactome","FP_CTCDT"
"R-HSA-5620971","Pyroptosis",-1.74683796221356,0.0450180612457048,"Reactome","FP_CTCDT"
"R-HSA-381119","Unfolded Protein Response (UPR)",-1.74282366411247,0.0451722360289601,"Reactome","FP_CTCDT"
"R-HSA-9818027","NFE2L2 regulating anti-oxidant/detoxification enzymes",-1.73980340320524,0.0463319363734438,"Reactome","FP_CTCDT"
"R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade",-1.73817698209594,0.0465769437213956,"Reactome","FP_CTCDT"
"R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade",-1.73817698209594,0.0465769437213956,"Reactome","FP_CTCDT"
"R-HSA-69052","Switching of origins to a post-replicative state",-1.73629335114441,0.0471104531778158,"Reactome","FP_CTCDT"
"R-HSA-174113","SCF-beta-TrCP mediated degradation of Emi1",-1.73240173546634,0.0478765435552271,"Reactome","FP_CTCDT"
"R-HSA-9610379","HCMV Late Events",-1.73255775598708,0.0481155289335239,"Reactome","FP_CTCDT"
"R-HSA-4641257","Degradation of AXIN",-1.7308315687824,0.0483852583421727,"Reactome","FP_CTCDT"
"R-HSA-168249","Innate Immune System",-1.73257005296124,0.0484219972706801,"Reactome","FP_CTCDT"
"R-HSA-157579","Telomere Maintenance",-1.73271848296028,0.0486315143806911,"Reactome","FP_CTCDT"
"R-HSA-73728","RNA Polymerase I Promoter Opening",-1.72932003928357,0.0489923830260128,"Reactome","FP_CTCDT"
"R-HSA-5658442","Regulation of RAS by GAPs",-1.72868333493579,0.0490785369112589,"Reactome","FP_CTCDT"
"R-HSA-9660826","Purinergic signaling in leishmaniasis infection",-1.72368528905313,0.0503526372525485,"Reactome","FP_CTCDT"
"R-HSA-9664424","Cell recruitment (pro-inflammatory response)",-1.72368528905313,0.0503526372525485,"Reactome","FP_CTCDT"
"R-HSA-350562","Regulation of ornithine decarboxylase (ODC)",-1.72236735052249,0.0504294534612459,"Reactome","FP_CTCDT"
"R-HSA-9725371","Nuclear events stimulated by ALK signaling in cancer",-1.72093082806147,0.0505643145749702,"Reactome","FP_CTCDT"
"R-HSA-5678895","Defective CFTR causes cystic fibrosis",-1.7200898523387,0.0506900660854426,"Reactome","FP_CTCDT"
"R-HSA-917937","Iron uptake and transport",-1.71856630220508,0.0508652926379165,"Reactome","FP_CTCDT"
"R-HSA-1234174","Cellular response to hypoxia",-1.71780587535695,0.0508896588560868,"Reactome","FP_CTCDT"
"R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6",-1.71869500787997,0.0510707193310682,"Reactome","FP_CTCDT"
"R-HSA-9022702","MECP2 regulates transcription of neuronal ligands",-1.71574992165258,0.0516049987415605,"Reactome","FP_CTCDT"
"R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane",-1.71302268689484,0.0521021145302577,"Reactome","FP_CTCDT"
"R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade",-1.71302268689484,0.0521021145302577,"Reactome","FP_CTCDT"
"R-HSA-5260271","Diseases of Immune System",-1.71135250592935,0.0523112303063482,"Reactome","FP_CTCDT"
"R-HSA-5602358","Diseases associated with the TLR signaling cascade",-1.71135250592935,0.0523112303063482,"Reactome","FP_CTCDT"
"R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling",-1.70286155125506,0.0552272694507284,"Reactome","FP_CTCDT"
"R-HSA-5663205","Infectious disease",-1.70320771192615,0.0553632077463444,"Reactome","FP_CTCDT"
"R-HSA-9708530","Regulation of BACH1 activity",-1.69741813616683,0.0577216669618892,"Reactome","FP_CTCDT"
"R-HSA-69601","Ubiquitin Mediated Degradation of Phosphorylated Cdc25A",-1.69363210555833,0.0588930547751351,"Reactome","FP_CTCDT"
"R-HSA-69610","p53-Independent DNA Damage Response",-1.69363210555833,0.0588930547751351,"Reactome","FP_CTCDT"
"R-HSA-69613","p53-Independent G1/S DNA damage checkpoint",-1.69363210555833,0.0588930547751351,"Reactome","FP_CTCDT"
"R-HSA-179409","APC-Cdc20 mediated degradation of Nek2A",-1.69242889290322,0.0589061021101971,"Reactome","FP_CTCDT"
"R-HSA-8957275","Post-translational protein phosphorylation",-1.68630863243915,0.0619824743655234,"Reactome","FP_CTCDT"
"R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors",-1.67635635302786,0.065596555842776,"Reactome","FP_CTCDT"
"R-HSA-909733","Interferon alpha/beta signaling",-1.67912337494461,0.0656817276460032,"Reactome","FP_CTCDT"
"R-HSA-209952","Peptide hormone biosynthesis",-1.67645819092872,0.0658753483154315,"Reactome","FP_CTCDT"
"R-HSA-381183","ATF6 (ATF6-alpha) activates chaperone genes",-1.67544809199316,0.0659021586482183,"Reactome","FP_CTCDT"
"R-HSA-9609523","Insertion of tail-anchored proteins into the endoplasmic reticulum membrane",-1.67484304787054,0.06598214264075,"Reactome","FP_CTCDT"
"R-HSA-9705683","SARS-CoV-2-host interactions",-1.67776572557563,0.0660463084923042,"Reactome","FP_CTCDT"
"R-HSA-110320","Translesion Synthesis by POLH",-1.67154946447455,0.0666653736155582,"Reactome","FP_CTCDT"
"R-HSA-351202","Metabolism of polyamines",-1.67021492924407,0.0669539003921746,"Reactome","FP_CTCDT"
"R-HSA-5610785","GLI3 is processed to GLI3R by the proteasome",-1.67158457784517,0.0669576702225143,"Reactome","FP_CTCDT"
"R-HSA-110312","Translesion synthesis by REV1",-1.66924673209937,0.0671767696790903,"Reactome","FP_CTCDT"
"R-HSA-9609507","Protein localization",-1.66735941286622,0.0682593224644789,"Reactome","FP_CTCDT"
"R-HSA-5205685","PINK1-PRKN Mediated Mitophagy",-1.66668700891306,0.0682821037145061,"Reactome","FP_CTCDT"
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",-1.66412580050889,0.0693508479812062,"Reactome","FP_CTCDT"
"R-HSA-447115","Interleukin-12 family signaling",-1.65998774266185,0.0705796890996371,"Reactome","FP_CTCDT"
"R-HSA-114608","Platelet degranulation",-1.66021992304818,0.0707867516329998,"Reactome","FP_CTCDT"
"R-HSA-5655862","Translesion synthesis by POLK",-1.66029027326833,0.071053252159762,"Reactome","FP_CTCDT"
"R-HSA-76005","Response to elevated platelet cytosolic Ca2+",-1.65775485913466,0.0716378438459702,"Reactome","FP_CTCDT"
"R-HSA-5656121","Translesion synthesis by POLI",-1.65347356383411,0.0724890639458073,"Reactome","FP_CTCDT"
"R-HSA-69202","Cyclin E associated events during G1/S transition",-1.65371856452014,0.0729598329221779,"Reactome","FP_CTCDT"
"R-HSA-9613829","Chaperone Mediated Autophagy",-1.65457722625357,0.073142809051911,"Reactome","FP_CTCDT"
"R-HSA-73884","Base Excision Repair",-1.64978503707026,0.0745899392593338,"Reactome","FP_CTCDT"
"R-HSA-1268020","Mitochondrial protein import",-1.64848784026894,0.0750656623958769,"Reactome","FP_CTCDT"
"R-HSA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",-1.64767733141724,0.0752252206744312,"Reactome","FP_CTCDT"
"R-HSA-381033","ATF6 (ATF6-alpha) activates chaperones",-1.64310077676755,0.0777294418607356,"Reactome","FP_CTCDT"
"R-HSA-5675221","Negative regulation of MAPK pathway",-1.64080599946386,0.07831840257185,"Reactome","FP_CTCDT"
"R-HSA-5610783","Degradation of GLI2 by the proteasome",-1.63433234005336,0.0810107185356191,"Reactome","FP_CTCDT"
"R-HSA-9020591","Interleukin-12 signaling",-1.63437064796076,0.0813396949506227,"Reactome","FP_CTCDT"
"R-HSA-69563","p53-Dependent G1 DNA Damage Response",-1.62725835934424,0.085201707032812,"Reactome","FP_CTCDT"
"R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint",-1.62725835934424,0.085201707032812,"Reactome","FP_CTCDT"
"R-HSA-69656","Cyclin A:Cdk2-associated events at S phase entry",-1.62537072541098,0.0863034327208792,"Reactome","FP_CTCDT"
"R-HSA-71406","Pyruvate metabolism and Citric Acid (TCA) cycle",-1.62244889223589,0.0872022326644483,"Reactome","FP_CTCDT"
"R-HSA-72172","mRNA Splicing",-1.61801958711114,0.0897455495398674,"Reactome","FP_CTCDT"
"R-HSA-5358346","Hedgehog ligand biogenesis",-1.61680263488245,0.0901814170668318,"Reactome","FP_CTCDT"
"R-HSA-5610780","Degradation of GLI1 by the proteasome",-1.61513306901267,0.091128429491578,"Reactome","FP_CTCDT"
"R-HSA-72163","mRNA Splicing - Major Pathway",-1.61160290321914,0.092995338128268,"Reactome","FP_CTCDT"
"R-HSA-936964","Activation of IRF3",NA,-1.61048761755455,"Reactome","FP_CTCDT"
"R-HSA-1169091","Activation of NF-kappaB in B cells",-1.61205755183272,0.0930570692980614,"Reactome","FP_CTCDT"
"R-HSA-8950505","Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation",-1.60897635921643,0.0935467338376536,"Reactome","FP_CTCDT"
"R-HSA-6803157","Antimicrobial peptides",-1.60756921527602,0.0942658928134315,"Reactome","FP_CTCDT"
"R-HSA-74259","Purine catabolism",-1.60651605345908,0.0944065408264486,"Reactome","FP_CTCDT"
"R-HSA-9768919","NPAS4 regulates expression of target genes",-1.60688171080898,0.0944633338436341,"Reactome","FP_CTCDT"
"R-HSA-70268","Pyruvate metabolism",-1.60293229118485,0.0965251613628664,"Reactome","FP_CTCDT"
"R-HSA-5668541","TNFR2 non-canonical NF-kB pathway",-1.59677903028929,0.10003166917316,"Reactome","FP_CTCDT"
"R-HSA-450531","Regulation of mRNA stability by proteins that bind AU-rich elements",-1.59566444944197,0.100468629719925,"Reactome","FP_CTCDT"
"R-HSA-2453864","Retinoid cycle disease events",-1.58883170205976,0.103120262993462,"Reactome","FP_CTCDT"
"R-HSA-2474795","Diseases associated with visual transduction",-1.58883170205976,0.103120262993462,"Reactome","FP_CTCDT"
